"birthyear","race","gender","att","empl","inc","pid","pid.follow","ideol","ideol.follow","educ","mor.suffer","mor.care","mor.cruel","mor.comp","mor.anim","mor.kill","si.white","si.care","si.kids","si.kill","si.good","si.help","hc.group","hc.likert","hc.slider","hc.check","ev.group","ev.likert","ev.slider","ev.check","online.length","study.choice","RID","online.why","com"
19,1,1,2,1,6,2,1,2,1,2,3,1,1,5,4,4,2,1,4,3,3,5,"si.opp",1,5.6,4,"m.supp",2,6.4,3,4,2,"5fdcfac2-8752-ded1-09ca-8125a8f052f4","6 months ago","It was a good find"
1,1,1,2,4,6,2,1,2,1,4,2,2,2,4,2,6,2,5,5,6,2,2,"si.supp",4,7,3,"si.opp",4,8,5,1,2,"5fdcfa10-8b07-5d01-207d-af80d5dc56aa","Game points",NA
13,1,1,2,1,5,2,1,2,1,3,5,4,4,4,4,6,5,5,4,NA,NA,NA,"si.opp",2,7.3,3,"m.supp",2,8.5,5,2,3,"5fdcfa61-5ca8-9cb5-b5a7-f27fca7b19f6","High hjgjj","Gughji gjikjj"
13,1,1,2,1,5,2,1,2,1,3,5,4,4,4,4,6,5,5,4,NA,NA,NA,"si.opp",2,7.3,3,"m.supp",2,8.5,5,2,3,"5fdcfa61-5ca8-9cb5-b5a7-f27fca7b19f6","High hjgjj","Gughji gjikjj"
18,1,1,2,2,6,3,3,2,2,3,5,5,3,6,6,6,4,6,4,1,4,6,"m.supp",2,7,3,"control",1,8.8,5,4,1,"5fdcf6d7-d6c9-4016-8e04-e65e2a101fd3","Because I spend more time at home because of Coronavirus and my friend advised me to do so","its very good thanks"
18,1,1,2,2,6,1,1,2,1,5,6,5,6,5,6,4,4,6,6,1,5,4,"si.opp",4,8.3,3,"m.supp",4,8.8,4,1,4,"5fdcf9f3-72d3-7650-1c21-cf6e7cf2c722","for more interesting time","that is awesome"
3,1,1,2,2,6,2,1,2,2,5,2,5,6,6,6,4,1,6,6,4,1,3,"control",1,1,3,"m.opp",4,6.8,5,5,2,"5fdcfa84-f659-7856-4ef0-0813147f41df","I like the topic of the survey and I match with the description ","No I do not it was a good servay"
31,1,1,2,4,4,2,1,2,2,1,2,2,4,6,6,6,3,5,4,6,3,4,"si.opp",3,2.4,3,"si.opp",1,1,5,4,2,"5fdcfb62-e827-1814-610f-65e8b354c1a7","Gain points on games ","No comments "
46,1,1,2,4,3,3,2,1,2,1,4,4,4,5,4,3,3,4,3,3,3,3,"m.opp",3,5,3,"si.opp",4,7.5,5,5,6,"5fdcfa30-2e17-208a-6a4e-d5ef450409c8","originally for the reward, but later to voice opinion","interesting and enjoyable survey"
37,3,1,2,2,6,1,2,3,1,1,5,5,5,6,6,1,6,6,6,6,6,4,"m.supp",2,5.6,3,"si.supp",4,7.3,5,1,6,"5fdcfac7-9baa-2ae6-d7b0-0e672eafe19b","Not sure","None at this time"
1,1,1,2,2,4,3,3,1,2,5,4,4,5,NA,NA,NA,4,4,3,4,3,2,"si.opp",4,7.2,1,"si.supp",5,8.8,5,1,4,"5fdcfc20-b409-e792-6fa0-be89f6041b17","To play games","No"
1,1,1,2,4,3,3,2,2,2,4,5,5,5,6,6,5,4,4,4,6,4,4,"si.opp",3,7.3,3,"control",3,5.9,4,1,3,"5fdcfc90-22c8-7548-5c99-8ed3243f2a35","November ","No"
1,1,1,2,2,4,3,2,3,1,4,6,6,6,5,6,2,1,2,2,5,1,2,"si.supp",4,6.6,3,"si.opp",5,8.4,5,2,6,"5fdcfbb8-a8e8-05b1-fa70-5afdc04c40ba","3-6 month's ago",NA
23,1,1,2,1,6,2,1,2,2,4,6,5,5,6,6,1,6,6,6,6,4,4,"control",1,1,3,"m.opp",4,3.6,5,3,2,"5fdcfd10-e7c0-bc37-6781-05a8e614e823","Bonus",NA
25,1,1,2,2,2,3,3,3,3,1,6,6,6,6,6,6,1,6,6,6,1,1,"control",5,9.3,3,"m.opp",3,5.7,5,1,1,"5fdcfb5c-eff2-5a70-ae35-ade45526488c","Points",NA
6,1,1,2,6,4,3,3,3,3,3,2,4,5,4,5,2,3,4,4,5,2,4,"control",4,6,3,"si.supp",3,5,5,2,6,"5fdcfb9c-7ebf-fcef-8a78-50811bb87397","Points on things",NA
29,1,1,2,2,6,1,2,3,3,4,2,2,6,4,4,1,4,2,1,6,3,1,"m.supp",3,5.9,3,"m.opp",4,6.5,5,2,2,"5fdcfc7f-1fd9-75db-5ed5-23e1719f8bc9","Money","Na"
1,1,1,2,2,6,1,1,1,1,4,4,3,6,4,1,2,2,4,4,6,2,2,"control",2,7.5,3,"m.supp",3,2,5,5,2,"5fdcfceb-00a4-4baf-b6f9-b1d7fbd3db97","They paid for gift cards.",NA
20,1,1,2,2,3,3,3,3,3,5,5,4,5,6,5,5,2,2,2,5,3,5,"control",5,9.1,3,"m.opp",5,9,5,1,1,"5fdcfd4b-556f-8b6b-368e-d4d89e278173","To make a little extra cash and make my opinion heard",NA
13,8,3,2,2,2,4,3,3,3,1,4,4,4,3,5,6,1,5,1,4,2,6,"control",4,5.5,3,"si.supp",4,8,5,5,1,"5fdcfd6d-7732-6f05-d5d9-fe48f0a4627c","Earn money",NA
1,1,1,2,4,3,1,1,1,1,1,2,4,3,4,4,3,3,5,4,5,2,2,"si.opp",5,10,3,"m.supp",5,10,5,5,1,"5fdcfb2d-4095-a968-51e4-17be268d5116","Try and make some extra money","Badly put together"
31,1,1,2,1,3,2,1,2,1,4,5,4,5,4,1,1,1,2,2,4,1,2,"si.opp",4,7.3,3,"m.opp",4,7.8,5,5,2,"5fdcfe36-63ef-19e4-b050-b2c870008b7d","I wanted the cash prizes.","I don't know the relevance of the last two questions."
30,1,1,2,2,4,1,1,2,2,2,4,4,5,6,6,4,2,5,3,6,4,6,"si.supp",4,8,3,"si.opp",3,5.1,5,5,3,"5fdcfe7e-ca6f-6111-6196-4186bf505f3f","Something fun to do",NA
41,1,1,2,2,7,2,1,2,1,2,6,5,5,5,6,6,4,3,5,4,1,2,"si.opp",4,6.7,5,"m.supp",5,10,5,1,3,"5fdcfdbc-66dc-0e23-0664-0df61e635be7","Don’t know","None"
41,1,1,2,2,7,2,1,2,1,2,6,5,5,5,6,6,4,3,5,4,1,2,"si.opp",4,6.7,5,"m.supp",5,10,5,1,3,"5fdcfdbc-66dc-0e23-0664-0df61e635be7","Don’t know","None"
18,1,1,2,2,4,2,1,2,1,5,1,1,1,5,4,5,1,6,4,1,1,1,"si.supp",3,6.4,3,"m.opp",1,1,5,1,1,"5fdcfe37-b41b-54d4-3ee9-881ce0132926","I make money doing it.","Nothing else"
1,1,2,2,2,6,1,2,3,2,5,3,3,5,3,3,4,3,4,4,3,4,4,"si.supp",3,4.1,3,"m.opp",3,6.3,5,4,2,"5fdcfeec-ca93-c1f5-9761-26b9677e3264","Money","None"
49,1,1,2,4,6,1,1,1,2,5,4,4,4,4,3,2,3,2,2,6,3,1,"m.supp",5,9.1,3,"m.opp",5,9.2,5,3,2,"5fdcfea0-4415-0044-57e2-67826e09c480","My wife referred me to earn cash.","I do not like absolutes, there are shades of gray in the early questions. something May be wrong but not is the absolute worst thing "
21,1,1,2,2,4,1,2,1,2,2,5,5,6,4,4,2,1,4,3,5,2,2,"si.opp",5,10,3,"m.opp",3,4.4,5,1,1,"5fdcfe5e-9e17-ec22-8bc2-2da35a3fac46","Make money",NA
48,1,1,2,4,3,2,2,2,2,1,6,5,6,6,6,4,2,1,1,6,3,1,"m.supp",3,2.4,3,"m.supp",4,6.2,5,3,3,"5fdcfeae-7c64-639c-557b-303e9bdffa7a","To get coins for a game",NA
48,1,1,2,4,3,2,2,2,2,1,6,5,6,6,6,4,2,1,1,6,3,1,"m.supp",3,2.4,3,"m.supp",4,6.2,5,3,3,"5fdcfeae-7c64-639c-557b-303e9bdffa7a","To get coins for a game",NA
27,1,1,2,2,7,2,2,3,2,5,3,3,3,5,4,4,3,3,3,4,3,4,"m.supp",3,4.9,3,"si.supp",4,6.3,5,1,3,"5fdcff81-d630-cfe1-b8d1-9c18465d562e","Incentives",NA
4,1,1,2,1,3,1,2,1,1,2,1,3,6,5,6,5,1,6,4,6,1,1,"m.opp",4,6.4,3,"si.opp",5,9.4,5,NA,NA,"5fdcff96-e0a7-d85c-fa6a-807d245df08e",NA,NA
36,3,1,2,1,6,1,1,1,1,5,5,5,6,6,6,1,1,5,2,6,1,1,"m.opp",5,10,3,"si.supp",5,10,5,5,1,"5fdcfb53-3de5-1121-d630-6b87fb94b2c1","because i earn gift cards","nothing"
5,1,2,2,3,4,3,3,2,2,4,3,4,1,4,3,1,6,4,2,1,5,5,"control",3,7.3,5,"control",4,5.1,2,5,6,"5fdd001e-2a51-0be9-e7a2-8caf101acc57","To get credits on imvu","None"
25,1,1,2,1,5,3,3,2,2,5,5,5,5,5,5,2,1,4,1,5,4,3,"si.supp",4,7.6,3,"si.supp",4,7,5,5,6,"5fdcffd0-51d0-1036-e0ab-b50b36516e08","Initially, I started to make some extra money, but I have fallen in love with learning about new things. It really has become a hobby.","This was interesting, and I felt like it cut a lot deeper than most surveys. Thank you. "
19,1,1,2,2,4,3,1,3,2,4,5,4,4,5,6,6,2,5,5,2,4,2,"si.supp",4,7.6,3,"m.opp",2,5.5,5,1,2,"5fdcff95-c43b-42ae-3d15-90b08a95cf91","Gold",NA
35,4,1,2,1,7,4,3,2,2,5,1,1,3,4,6,3,3,6,6,5,4,3,"m.supp",2,5.5,3,"m.opp",2,5.5,5,5,3,"5fdcf67d-25b9-dcff-ea5a-46f03c1f0f1a","Mostly for fun and getting to try products.",NA
32,1,1,2,2,5,2,1,2,1,4,5,6,5,5,2,3,3,5,3,6,4,3,"si.opp",2,4,3,"control",3,3.9,5,5,1,"5fdd0058-0523-d5f3-22e6-44d77036c310","Incentive from other apps ",NA
34,1,1,2,2,5,1,2,2,2,4,4,4,3,5,4,5,1,5,5,2,1,4,"si.opp",4,9,3,"control",4,8.2,5,2,3,"5fdcfd2e-a455-a3ba-33f4-4c29f6d18ef6","Public opinion to be heard.",NA
1,1,1,2,2,3,2,2,2,2,1,5,5,5,6,6,2,2,6,1,1,4,1,"si.supp",3,5,3,"m.opp",3,5,5,5,1,"5fdd00c5-4948-6959-b94c-02dd61390709","Make extra money ","Nothing "
62,1,1,2,4,2,2,2,2,2,1,1,1,1,6,6,6,1,4,1,4,3,3,"si.supp",4,6.3,3,"si.supp",4,6.5,5,1,6,"5fdd0068-47a9-ad0e-7961-3a9122de2d39","none","none"
23,4,2,2,2,3,1,2,1,2,5,5,5,6,5,5,3,5,4,2,2,4,3,"m.opp",4,4.7,3,"si.supp",5,8.4,5,5,2,"5fdcf0f4-60e2-af66-0acc-ab3d7f8b9efd","rewards",NA
40,1,1,2,2,4,3,3,3,3,3,4,5,5,5,6,5,2,4,3,4,2,4,"m.opp",4,7,3,"control",4,6.5,5,3,4,"5fdd1504-c075-d1a6-65b2-5b1a76818764","Points for online game.","None"
1,3,1,2,2,2,1,2,2,1,1,4,2,5,3,4,5,3,4,6,5,3,3,"si.supp",4,8.4,4,"m.opp",2,7.3,4,2,3,"5fdd1aae-33d4-cc92-9f02-86dd4029d7ba",NA,"No se"
1,4,1,2,2,6,2,1,2,1,2,3,4,4,5,4,4,5,4,4,3,2,3,"m.supp",3,8,4,"control",3,7.7,3,3,4,"5fdd3b8e-b412-f3f8-4eeb-9b0d3ee2e4ec",NA,"Hi"
1,4,1,2,2,6,2,1,2,1,2,3,4,4,5,4,4,5,4,4,3,2,3,"m.supp",3,8,4,"control",3,7.7,3,3,4,"5fdd3b8e-b412-f3f8-4eeb-9b0d3ee2e4ec",NA,"Hi"
55,1,2,2,4,3,1,1,1,2,2,5,5,6,6,6,5,4,6,6,6,5,4,"control",5,10,3,"control",5,10,5,5,1,"5fdcf0b0-924d-9dfc-39dc-0d01ae2afa45","2010",NA
11,3,1,2,4,2,3,3,3,3,2,3,3,4,3,2,2,3,4,3,4,2,2,"control",4,8.7,3,"m.opp",3,7.7,7,3,6,"5fdd60a0-3105-22f4-9831-f56f76fa3b9a","Fun",NA
51,3,1,2,4,2,1,2,1,2,1,4,4,5,6,6,6,5,5,3,6,2,5,"si.opp",5,9,3,"si.opp",4,7.1,5,3,6,"5fdd6346-3657-7272-53da-2b60a2899ab5","As a way to pass the time ",NA
1,1,1,2,2,3,3,2,2,1,3,1,3,2,4,3,3,6,5,2,6,2,2,"m.opp",3,4.4,5,"si.supp",3,4.4,4,2,2,"5fdd7b68-1308-7e4a-6ff2-5076df3e0cbb",NA,"Mk"
36,1,1,2,1,6,1,2,1,2,5,5,5,5,6,4,3,3,5,3,4,4,3,"m.supp",4,7.2,3,"control",3,5.9,5,2,2,"5fdd8231-7d81-25b6-980f-0d4f2c2fdd58","Rewards for game","Design better than most."
1,3,1,2,2,6,3,2,1,1,2,3,4,3,4,5,6,4,5,6,6,4,5,"si.supp",3,7.4,3,"m.opp",3,5.3,4,2,6,"5fddf90a-2e68-e0a0-a0d8-5d6c7a465ab6","Points","Nine"
1,8,1,2,1,3,2,1,2,1,4,1,1,5,5,1,1,2,1,3,6,1,5,"m.opp",1,1.2,3,"m.supp",1,1,5,5,2,"5fde1ad3-a578-6880-e83d-bb13f00ef886",NA,"Joe Biden agreed to the left. But like everything hes ever done he put a twist on it to suit his needs, not America "
46,3,1,2,1,3,3,3,2,1,3,3,5,5,5,6,6,1,3,3,6,4,2,"m.supp",3,4.4,3,"si.opp",5,9.1,5,2,1,"5fde277f-1351-74c5-5844-8601b66a2b60","Like to help in research and the financial compensation","None"
1,3,1,2,6,3,1,2,3,3,2,5,5,3,5,5,5,4,5,4,6,4,3,"m.supp",4,8.4,3,"m.supp",5,8.7,5,2,1,"5fdf0669-a1a4-e789-6bd9-762622bdee27","Earn money ",NA
37,3,1,2,2,7,2,1,2,1,4,2,1,1,1,5,1,6,5,1,6,3,5,"si.opp",1,1,3,"control",1,1,5,2,2,"5fdf46ed-4655-e921-a7e8-e539d5b87616",NA,NA
1,1,2,2,5,3,3,3,2,2,2,4,1,4,5,3,4,1,3,4,5,6,3,"si.opp",2,6.6,6,"m.opp",3,5.5,7,2,2,"5fdf73da-268a-f19c-ae0c-4b80c8083a74","yesterday ","ok"
1,1,1,2,3,3,3,2,2,1,2,5,2,3,6,3,4,2,2,1,6,4,2,"control",3,5.4,3,"si.opp",1,10,1,2,4,"5fdf7402-0e91-ad35-9bb4-359dc2a9c22e",NA,NA
17,1,1,2,1,2,2,1,1,1,4,5,3,3,5,3,3,2,2,1,6,3,4,"m.opp",3,6.7,4,"m.supp",3,6.4,3,2,2,"5fdf7433-5a3a-e7c3-6ca7-9006b11eec8a",NA,"Dccc ffccf"
1,2,1,2,3,1,3,1,2,1,3,3,4,3,1,4,2,3,2,2,4,5,1,"m.opp",3,1,4,"m.opp",2,1,4,4,4,"5fdf7418-1df7-e3c3-2a66-80b8a9bc0d8b","So I can get coins ","I love this "
1,2,1,2,3,1,3,1,2,1,3,3,4,3,1,4,2,3,2,2,4,5,1,"m.opp",3,1,4,"m.opp",2,1,4,4,4,"5fdf7418-1df7-e3c3-2a66-80b8a9bc0d8b","So I can get coins ","I love this "
32,1,1,2,4,4,3,3,3,3,2,4,4,4,6,6,5,4,6,4,5,3,4,"si.opp",4,7.5,3,"control",3,5.5,5,3,2,"5fdf7410-faae-335b-a22a-f15f39341158","Bored","Ni comments "
27,1,2,2,6,2,2,2,1,2,1,6,6,6,6,6,6,1,6,1,NA,NA,1,"si.supp",3,5.5,3,"control",5,7.2,5,5,4,"5fdf7413-8e6c-b3db-65fc-2cdb4a5f0bbd","Voice my opinions",NA
1,2,2,2,1,6,2,2,1,2,2,4,4,4,4,6,3,3,3,3,4,3,3,"m.opp",3,5.5,3,"m.opp",3,5.3,5,3,5,"5fdf7390-6c39-897e-7bf3-9bcfba9f2867","For game coins",NA
21,1,2,2,2,2,4,3,3,3,1,6,6,6,6,6,5,5,3,5,6,4,4,"control",4,8.2,3,"m.supp",1,1.4,5,3,2,"5fdf73fb-e4b4-dc0f-39da-08ffae39b90c","Money","No"
1,1,1,2,2,5,2,1,2,1,3,5,6,6,6,6,6,1,2,6,6,5,1,"m.opp",3,5.4,3,"m.opp",4,5.9,5,5,2,"5fdf73cb-4f49-9a82-c56d-8534fa95097f","Fun",NA
26,1,2,2,1,5,1,1,2,1,1,3,4,3,4,4,4,1,5,3,6,6,5,"m.supp",3,5.3,7,"m.supp",3,4.5,5,2,2,"5fdf741f-7ff1-0dbc-1ab7-1a8722f32e47","Fun",NA
7,1,2,2,1,4,2,2,1,1,4,3,3,1,NA,NA,NA,3,5,4,NA,NA,NA,"si.opp",3,5.9,4,"control",3,6.3,5,3,2,"5fdf74b1-2b69-dd23-84ba-17e336e0bc6a",NA," no"
1,1,1,2,2,3,2,1,2,2,3,3,4,2,4,3,4,3,4,2,1,2,1,"si.supp",2,5.5,3,"m.opp",2,7,1,2,5,"5fdf743c-b32f-503a-ec0d-e3aa09a26788","12202020","Very good"
26,1,1,2,2,6,4,3,3,3,4,5,5,5,6,6,3,1,6,4,NA,NA,NA,"control",5,10,3,"si.opp",5,10,5,5,4,"5fdf740d-df7e-7cbb-0ecd-645872c765a5","Bonus for games",NA
1,1,2,2,6,2,2,2,3,3,3,3,5,5,4,6,3,1,6,3,5,1,5,"si.opp",2,4.3,3,"control",4,8.5,5,1,2,"5fdf73ad-6350-678e-84a4-666eb16be480","Gaming",NA
18,1,2,2,2,3,3,3,3,3,4,6,4,5,4,6,5,3,5,4,4,4,4,"m.opp",2,2.2,3,"control",3,4,5,1,2,"5fdf7420-9dcd-3e82-f641-e2e5a8d15efd","Coins ","Na"
1,1,2,2,1,6,1,1,1,1,4,6,5,5,5,NA,NA,4,3,2,4,2,1,"si.supp",4,7.5,3,"si.opp",4,8.1,5,1,2,"5fdf7499-4a83-e55f-1f64-007f71ef274b",NA,"Na"
1,6,2,2,4,2,2,1,2,1,2,4,5,6,4,6,4,2,3,3,6,1,1,"m.supp",1,1,3,"si.supp",3,1.8,5,2,2,"5fdf73b4-d03a-d79c-5783-5e50a9529db9","To earn coins in a game",NA
1,1,2,2,6,2,2,1,2,1,1,5,5,6,6,6,6,1,6,1,6,1,6,"m.supp",5,10,3,"m.supp",5,10,5,1,3,"5fdf745e-bdad-2c38-d1df-a4c5dd28761a",NA,"U guys did a great job on this survey "
1,3,1,2,1,2,2,1,1,2,2,3,2,3,5,5,1,4,6,5,4,4,4,"si.supp",1,9,5,"si.supp",2,6.5,1,1,3,"5fdf74d0-aeb2-2b26-862d-efa4e18652c5",NA,NA
3,2,2,2,3,3,1,2,1,2,2,4,5,5,4,4,3,3,4,1,4,3,3,"si.supp",4,5.5,2,"si.supp",4,5.5,6,5,3,"5fdf741b-6f74-4bb2-863b-887d5518a96e","It’s fun ","No "
1,2,2,2,1,1,1,2,3,3,2,1,1,2,1,6,6,4,4,1,1,2,4,"si.opp",3,6.6,3,"control",3,6.5,5,3,6,"5fdf74a1-519a-c61e-e4ce-27c55c8721f4","To get credits on imvu ",NA
17,3,1,2,2,6,1,2,1,2,4,4,4,4,5,5,6,4,5,4,5,4,5,"m.opp",3,5.7,3,"control",4,7.7,5,1,1,"5fdf75a3-b84c-517a-aaa0-c671a5996a34","12/15/2020","No"
1,2,2,2,4,3,1,1,3,1,2,6,6,5,NA,NA,NA,1,3,1,1,1,5,"si.opp",5,10,3,"si.opp",3,5,5,5,4,"5fdf7558-edd1-9abc-0608-cdde1438790d","TO GIVE MY OPINION ON PRODUCTS AND DIFFERENT TOPICS","THIS WAS INTERESTING AND VERY THOUGHT PROVOKING"
5,2,2,2,6,1,3,3,3,1,2,2,2,2,4,4,4,4,4,4,4,4,4,"m.opp",3,6.4,3,"m.supp",3,6.9,1,3,3,"5fdf7539-2fdc-a8dd-fe77-16d1915368eb","Give my opinion","N/A"
18,1,1,2,2,7,1,1,2,2,4,3,3,2,2,2,4,2,2,2,3,4,2,"m.supp",4,7.3,3,"si.supp",2,6.3,4,2,3,"5fdf7482-b4fd-2ad0-4741-d3ba2e1382b5",NA,"Interesting "
4,8,2,2,6,2,1,2,1,2,1,6,4,5,5,4,6,2,5,3,1,2,2,"control",4,6.4,3,"m.supp",5,8.3,5,5,3,"5fdf754c-0505-c181-3284-824501e693be","boredom",NA
1,2,1,2,1,2,1,1,1,1,1,6,5,5,NA,NA,NA,1,1,1,1,1,1,"control",2,6.5,3,"si.supp",4,4,1,4,3,"5fdf75c5-5893-594a-aad2-ec67936cb9d2","Boredom ","Good  formatting "
48,1,2,2,4,1,2,1,2,1,1,4,6,6,6,6,6,1,1,1,2,1,1,"si.opp",1,1.1,3,"si.supp",5,8,5,2,6,"5fdf7485-5aa4-5f81-4f67-97c1bb33998e","Wanted to be heard and participate in some thing","All food needs to be safe guarded from harmful chemicals "
29,1,2,2,2,5,2,2,2,2,4,4,5,4,5,6,2,3,2,4,6,4,4,"control",5,9.4,3,"m.opp",3,7,5,4,1,"5fdf7417-6ba2-c9df-4efd-8ab607d1a910","Don't mind giving my opinions",NA
19,1,2,2,2,4,2,1,2,1,2,3,6,6,6,6,6,1,6,1,1,1,1,"m.supp",5,8.7,3,"si.opp",4,9,5,5,6,"5fdf76b9-b613-d5a8-6985-f830eb3c2735","Bored and like to make a difference ","No"
19,1,1,2,1,5,4,1,2,1,4,5,3,5,5,3,2,4,6,4,6,4,5,"si.supp",1,1,3,"si.supp",4,6.3,5,1,2,"5fdf7694-264d-7b81-7479-2de2a301540f","2 weeks ago",NA
47,1,1,2,5,1,2,1,2,1,3,4,4,5,6,6,3,1,2,1,NA,NA,NA,"si.supp",1,1.3,3,"si.opp",3,3,5,5,6,"5fdf74e6-03d2-6867-0f46-7f798ab57c27","To make my opinions known","None "
30,2,2,2,6,1,3,3,3,3,2,6,3,6,3,6,6,1,6,1,4,1,3,"si.opp",5,9.4,3,"m.opp",4,7.3,5,5,3,"5fdf7493-221c-5a81-47b4-97be7fd8feda","Interests",NA
11,7,2,2,2,4,4,1,2,2,5,4,4,5,4,5,5,4,5,5,NA,NA,NA,"si.opp",3,5.7,3,"m.supp",4,6.3,5,5,1,"5fdf76fd-d74b-170a-0f4f-7a1f2d72c5cc","Cash benefits ",NA
1,1,1,2,4,2,1,1,1,1,3,3,3,3,6,4,1,1,6,6,6,6,6,"si.opp",5,7.6,3,"si.opp",3,5.3,5,5,1,"5fdf75b4-f0e3-9331-ea3e-9c07a0efb715","Extra money ",NA
28,1,2,2,1,1,3,2,3,3,3,6,6,3,6,6,2,1,1,1,6,1,1,"m.opp",3,5.9,3,"si.opp",3,5.6,4,5,4,"5fdf7717-005c-d291-f116-297abf8557c5","Extra money ","Weird survey "
43,1,2,2,6,1,1,1,1,2,4,6,6,6,6,6,5,1,6,1,1,1,3,"si.opp",5,9.6,3,"control",5,8.9,5,3,3,"5fdf7705-df6d-2df1-f5a4-af1a46c010e9","Provide positive feedback",NA
1,1,2,2,1,5,1,2,1,2,4,4,3,4,4,6,6,3,6,4,4,3,3,"si.supp",4,6.8,3,"si.supp",5,8.1,5,5,2,"5fdf76ae-4aff-183a-f1ee-66cc52c2de16","Extra cash",NA
1,1,2,2,1,5,1,2,1,2,4,4,3,4,4,6,6,3,6,4,4,3,3,"si.supp",4,6.8,3,"si.supp",5,8.1,5,5,2,"5fdf76ae-4aff-183a-f1ee-66cc52c2de16","Extra cash",NA
50,1,2,2,2,3,2,1,2,1,3,5,5,6,5,6,3,1,1,3,6,1,2,"si.opp",1,3.1,3,"m.opp",3,5.7,5,3,2,"5fdf76ee-0261-2fa8-6039-606b6cd63df9","To earn points in my game",NA
1,3,2,2,1,6,3,1,2,2,3,5,5,5,6,6,6,1,3,4,5,1,1,"si.opp",4,7.9,3,"m.supp",5,8.5,5,3,4,"5fdf776a-f3ab-1458-23de-05341891927b","Covid Virus ",NA
1,1,2,2,5,1,2,1,2,2,1,5,4,5,4,6,3,2,5,5,6,4,1,"si.supp",3,5.1,3,"m.supp",2,3.8,5,5,2,"5fdf76cf-b0ca-db41-6ec1-65fd168db20e","To get free gift cards",NA
46,1,2,2,4,1,1,2,2,2,3,5,5,5,6,6,6,1,4,3,6,2,3,"m.opp",5,9.1,3,"control",3,5,1,5,1,"5fdf7734-6cba-ea34-5bc2-3ff8b0920a09","perks and rewards","none..good survey"
1,1,1,2,2,2,3,1,3,2,2,1,1,1,1,6,1,6,6,3,6,6,6,"si.supp",1,1.5,3,"m.supp",1,1.5,5,5,3,"5fdf76b5-d4e5-ca92-6d05-99442e970160","Money","Government regulations are only there to line the pockets of politicians and control"
51,1,2,2,4,7,1,1,1,2,4,4,4,5,3,4,4,1,2,3,4,1,2,"m.opp",3,6.4,3,"si.supp",5,9.1,5,5,3,"5fdf7650-4f78-bd30-f6f8-900c7d594b16","to earn gift cards",NA
58,1,1,2,6,1,3,1,3,3,3,6,5,6,6,6,1,4,6,1,1,1,6,"m.supp",4,7.5,3,"si.supp",4,7.5,5,2,5,"5fdf7604-6e9b-d362-ff6b-26804698297e","Just to get coins to use",NA
1,1,1,2,2,5,1,2,1,2,4,6,6,6,6,6,6,6,6,6,6,3,3,"m.opp",5,9.9,3,"control",5,10,5,5,1,"5fdf753f-9f48-94dc-aea2-1a5c5c502f16","Money",NA
1,1,2,2,6,1,2,1,3,2,2,4,6,6,5,6,6,4,1,1,3,4,1,"si.supp",4,7.1,3,"control",5,8.8,5,3,3,"5fdf7726-f808-f646-b464-6ef03a10fde9","Entertainment","Thank you for letting me participate"
1,1,2,2,4,5,3,2,3,1,1,4,4,5,4,6,6,2,3,3,5,3,5,"m.opp",3,5.7,3,"m.supp",5,10,5,5,6,"5fdf7755-8125-f58c-d866-2e59d6f9714a","2000","The questions were very good.  Wish they could have been expanded."
1,1,1,2,2,4,3,2,3,3,5,2,4,3,1,1,6,4,6,4,1,5,4,"control",4,4.1,7,"m.supp",3,1,1,1,4,"5fdf7866-edf4-7a2c-63a3-14b1e1a3e145","No","None"
20,2,2,2,1,1,1,1,1,2,3,4,4,5,5,5,4,4,5,4,4,2,5,"m.supp",4,4,3,"si.supp",4,5.5,5,2,6,"5fdf7424-f346-73c1-08c6-255f81b577d7","Help out with my phone bill payments.","Nice topics"
1,2,1,2,6,4,1,1,2,1,1,5,6,6,6,6,6,1,6,6,6,6,6,"si.supp",2,4.5,3,"control",5,7.7,6,5,3,"5fdf78ac-06ef-1f65-e6c1-7f8957263eac","To view different questions",NA
1,2,2,2,5,1,1,1,1,1,1,3,3,3,4,3,3,3,4,3,4,4,4,"control",2,5.9,3,"si.supp",3,5.4,7,2,2,"5fdf7917-2d57-e64b-41c4-7b0ff975ded1",NA,"It’s a woman right and decision to make"
1,2,2,2,5,1,1,1,1,1,1,3,3,3,4,3,3,3,4,3,4,4,4,"control",2,5.9,3,"si.supp",3,5.4,7,2,2,"5fdf7917-2d57-e64b-41c4-7b0ff975ded1",NA,"It’s a woman right and decision to make"
25,2,1,2,2,2,3,2,2,1,1,1,4,2,2,1,2,1,2,6,1,3,3,"si.supp",1,2.3,5,"m.opp",1,2.1,2,2,3,"5fdf74dc-21b7-a493-c3e4-43e0dffcb210","I don't remember","Nothing"
34,4,1,2,2,7,2,2,2,2,4,2,3,5,3,5,2,4,6,6,5,3,4,"m.opp",2,2.7,3,"si.supp",3,6.2,5,5,2,"5fdf789d-1e5f-a018-cabe-cb5939a6ae8b","To get rewards",NA
26,1,2,2,2,2,2,1,3,2,3,5,4,6,6,6,4,3,2,6,4,4,2,"m.opp",3,6.4,3,"si.opp",2,3.1,5,5,2,"5fdf75f0-77ab-a442-ee37-9b8131215685","2018",NA
